#chrom	strand	txStart	txEnd	proteinID	alignID
chr2	-	74352893	74417005	A2ASL8	uc008kdr.2
chr2	-	74352893	74417005	Q7TQ95	uc008kdq.2
chr2	-	74352893	74417005	Q7TQ95	uc012bxj.1
chr2	-	74389117	74417005		uc012bxk.1
chr2	-	74389424	74417005	Q3UPJ6	uc008kds.2
chr2	-	74493672	74497476	A2ASM4	uc008kdt.1
chr2	+	74506366	74509655	P70217	uc008kdu.1
chr2	+	74513086	74515762	P23812	uc008kdv.1
chr2	+	74520449	74522195	A2ASM7	uc008kdw.1
chr2	+	74530004	74533159	A2ASM8	uc008kdx.2
chr2	+	74533585	74535422		uc008kdy.1
chr2	+	74535819	74538265	P28357	uc008kdz.1
chr2	+	74543545	74545364	A2ASN2	uc008kea.1
chr2	+	74543545	74545364	A2ASN1	uc008keb.1
chr2	-	74548100	74550583	Q8C6K5	uc008kec.1
chr2	-	74548100	74554187		uc008ked.2
chr2	+	74564126	74564194		uc012bxl.1
chr2	+	74560034	74567216	P10628	uc008kef.1
chr2	+	74550049	74586328	Q3UZR4	uc008kee.1
chr2	+	74564784	74586328	Q3UZR4	uc008keg.1
chr2	+	74590740	74591797		uc008keh.1
chr2	+	74601036	74603199	Q0VBQ9	uc008kei.1
chr2	+	74697461	74707486		uc012bxm.1
chr2	+	74663868	74714805	A2AT31	uc008kej.2
chr2	-	75296268	75302847		uc008kek.1
chr2	+	75497315	75507464	Q5FB19	uc008keo.2
chr2	+	75497315	75507464	Q0VG47	uc008kel.2
chr2	+	75497315	75507464	Q5FB19	uc008ken.2
chr2	+	75497315	75507464	Q0VG47	uc008kem.2
chr2	+	75499522	75507464	Q5U3M2	uc008kep.2
chr2	-	75513575	75542698	Q60795	uc008keq.1
chr2	-	75529108	75542698		uc008ker.1
chr2	+	75542826	75548081		uc012bxn.1
chr2	+	75670233	75733235	A2AL49	uc008kes.2
chr2	+	75670233	75769407	A2AL50	uc008ket.2
chr2	-	75773906	75776519	NP_082511	uc008keu.1
chr2	-	75814228	75820024	NP_084464	uc008kew.2
chr2	-	75865721	76053464	A2AKR0	uc012bxo.1
chr2	-	75829188	76176710	P0C1Q2	uc008kex.1
chr2	-	76191999	76198505	A2ARH7	uc008key.1
chr2	+	76208040	76221824	A2ARH8	uc008kez.1
chr2	+	76337153	76379587		uc008kfd.1
chr2	+	76244594	76438704	NP_663500	uc008kfa.1
chr2	+	76244594	76438704	A2ATI0	uc008kfb.1
chr2	+	76244594	76438704	A2ATH9	uc008kfc.1
chr2	+	76386375	76438704		uc008kfe.1
chr2	-	76467993	76486051	A2ATI5	uc008kff.1
chr2	+	76488329	76496613	A2ATI4	uc008kfg.1
chr2	-	76501090	76511155	Q3UU11	uc008kfh.2
chr2	-	76509418	76511155	Q3UU11	uc008kfi.2
chr2	+	76513371	76525040	A2AT57	uc008kfk.2
chr2	+	76513371	76535392	A2AT57	uc012bxp.1
chr2	+	76525048	76535392	NP_112546	uc008kfl.2
chr2	-	76542040	76545445	Q8R112	uc008kfm.1
chr2	-	76666936	76667847		uc012bxq.1
chr2	-	76638539	76679446	Q3TZL3	uc008kfp.1
chr2	-	76674021	76679893	Q3UT48	uc008kfq.1
chr2	-	76773980	76776581		uc008kfr.1
chr2	-	76542040	76820604	NP_035782	uc008kfn.1
chr2	-	76542040	76820604	NP_082280	uc008kfo.1
chr2	-	76802346	76820604	Q8BIH3	uc008kfs.1
chr2	-	76811113	76820604	Q8BID4	uc008kft.1
chr2	-	76847962	77008692	NP_001020747	uc012bxr.1
chr2	-	76852422	77008692	A2AST1	uc012bxs.1
chr2	-	76883027	77008692	Q8BLW1	uc008kfv.2
chr2	-	76912828	77008692	Q8BLD3	uc008kfw.2
chr2	-	77024131	77118682	Q80UK0	uc008kfx.2
chr2	-	77024131	77118682	Q80UK0	uc012bxt.1
chr2	+	77300750	77318995		uc008kgb.1
chr2	-	77248688	77357723	A2AS56	uc008kfy.2
chr2	-	77248688	77541329	NP_001106870	uc012bxu.1
chr2	-	77339759	77541329		uc012bxv.1
chr2	-	77248688	77654873	A2AS57	uc008kfz.2
chr2	-	77744325	77746224		uc008kgf.1
chr2	-	77733709	77762712		uc012bxw.1
chr2	-	77754483	77774779	B1AYU4	uc008kgg.1
chr2	-	77754483	77774779	B1AYU4	uc008kgh.1
chr2	-	77733709	77784410	B1AYU5	uc008kgc.2
chr2	-	77733709	77784410	B1AYU6	uc008kgd.2
chr2	-	77733709	77784410	B1AYU7	uc008kge.2
chr2	-	77760127	77784410	Q8BKP8	uc008kgi.2
chr2	-	77764099	77784410	Q8BKP8	uc008kgj.2
chr2	+	77889279	78034587		uc008kgk.1
chr2	+	78077703	78142387	Q8BRI5	uc008kgl.1
chr2	+	78709203	78754708	D3YW10	uc008kgm.1
chr2	+	78709203	78760740	B1AWL1	uc008kgn.1
chr2	+	79095582	79098009		uc008kgo.1
chr2	+	79095582	79114395		uc008kgp.1
chr2	+	79095582	79143702	Q792F9	uc008kgq.1
chr2	+	79095582	79173271	Q792F9	uc008kgr.1
chr2	-	79172647	79269145	A2AQH1	uc008kgs.1
chr2	-	79172647	79269145	A2AQH1	uc012bxx.1
chr2	-	79292797	79296793	B1AYM8	uc008kgt.1
chr2	+	79475581	79513121	A2AQD4	uc008kgw.2
chr2	+	79475581	79513121		uc008kgv.2
chr2	+	79479338	79513121	A2AQD4	uc008kgx.1
chr2	+	79547936	79650470	Q8BKK4	uc008kgy.1
chr2	+	79547936	79650470		uc012bxy.1
chr2	+	79626747	79650470		uc008khb.1
chr2	+	79547936	79658703		uc008kgz.1
chr2	+	79547936	79658703	Q8BKK4-3	uc008kha.1
chr2	-	79699181	79748556	Q5I7S8	uc008khe.1
chr2	-	79699181	79748556	Q9JLL9	uc008khf.1
chr2	-	79699181	79748556	A2ASF9	uc012bya.1
chr2	-	79737221	79878772	NP_058024	uc008khg.1
chr2	-	79674609	79969128	Q8BRR9	uc012bxz.1
chr2	-	79674609	79969569	Q8BRR9	uc008khd.2
chr2	+	80132628	80135514	Q8BG37	uc008khh.2
chr2	+	80155622	80164945	Q9CUG0	uc008khi.1
chr2	+	80155622	80194212	A2ASA2	uc008khj.1
chr2	+	80231520	80238373		uc008khk.1
chr2	-	80252126	80287553	A2AS96	uc008khl.1
chr2	-	80341451	80421122	A2AS97	uc008khm.1
chr2	-	80341451	80421122	A2AS98	uc008khn.1
chr2	-	80343658	80421122	A2AS97	uc012byb.1
chr2	-	80468861	80468947		uc012byc.1
chr2	+	80457370	80471818	Q99N12	uc008kho.1
chr2	+	80457370	80471818		uc008khp.1
chr2	+	80457388	80471818	Q9CRR3	uc008khq.1
chr2	+	80457388	80471818		uc008khr.1
chr2	+	80478968	80500228	Q8R4R6	uc008khs.2
chr2	+	80479420	80500228	NP_001177108	uc012byd.1
chr2	+	80678611	80678916		uc008kht.1
chr2	+	81893814	82100035	A2AKY4	uc008khu.1
chr2	+	82075329	82100035	A2AKY4	uc008khv.1
chr2	-	82215518	82232359		uc008khw.1
chr2	+	83484734	83498459	Q3TIV5-3	uc008khx.1
chr2	+	83484734	83504773	B1B079	uc008khy.1
chr2	+	83500166	83504773	Q3TIV5-2	uc008khz.1
chr2	+	83564553	83580895	B7ZCI9	uc008kia.1
chr2	+	83564553	83588529	B7ZCI9	uc008kib.1
chr2	+	83564553	83603863	B7ZCI9	uc008kic.1
chr2	+	83564553	83647073	A2AKI6	uc008kid.1
chr2	+	83652884	83721515	Q14CH0-2	uc008kie.1
chr2	-	83755235	83781383	Q0VB10	uc008kif.1
chr2	-	83756920	83781383	B2FDH1	uc008kig.1
chr2	+	83795612	83798922	NP_001170905	uc012bye.1
chr2	+	83801422	83804732	NP_001170905	uc012byf.1
chr2	+	83807232	83810542	NP_001170905	uc012byg.1
chr2	+	83813042	83816352	NP_001170905	uc012byh.1
chr2	+	83818852	83822162	NP_001170905	uc012byi.1
chr2	+	83824662	83827972	NP_001170905	uc012byj.1
chr2	+	83830472	83833782	NP_001170905	uc012byk.1
chr2	-	84170782	84265423	A2AR99	uc008kii.2
chr2	-	84282062	84298290	O54819-2	uc008kim.1
chr2	-	84273016	84314331	A2ARA1	uc008kij.1
chr2	-	84280879	84316916	Q8BSB7	uc008kik.2
chr2	-	84280879	84316932	Q8BSB7	uc008kil.1
chr2	-	84340904	84408703		uc008kin.1
chr2	-	84451935	84460611	P30999-2	uc008kiu.1
chr2	-	84440937	84489637	P30999-3	uc008kio.1
chr2	-	84440937	84490897	P30999	uc008kip.1
chr2	-	84440937	84490897	P30999	uc008kiq.1
chr2	-	84440937	84490897	P30999-3	uc008kir.1
chr2	-	84440937	84490897	NP_001078918	uc008kis.1
chr2	-	84440937	84490897	P30999-2	uc008kit.1
chr2	+	84499235	84508938	NP_001138572	uc012byl.1
chr2	-	84509377	84510865	Q3UQA7	uc008kiv.1
chr2	-	84509377	84510865	Q3UQA7	uc008kiw.1
chr2	-	84511473	84518331	Q9D710	uc008kix.1
chr2	+	84518558	84528372	Q8C1S0	uc008kiy.2
chr2	-	84528076	84555321	Q2TGE8	uc008kiz.2
chr2	-	84563278	84567425	A2ATR4	uc008kja.1
chr2	-	84563278	84567425		uc008kjb.1
chr2	+	84574360	84578034	Q0VEE5	uc008kjc.1
chr2	-	84581271	84581335		uc012bym.1
chr2	-	84605516	84614997	A2ATR7	uc008kjd.2
chr2	-	84605516	84615586	A2ATR7	uc008kje.2
chr2	+	84638984	84650160	Q9QZU9	uc012byn.1
chr2	-	84651332	84662809	Q99LM3	uc008kjg.1
chr2	+	84667177	84670370	A2ATS2	uc008kjh.2
chr2	+	84679564	84702545	A2ATS4	uc008kji.1
chr2	+	84679564	84703743	NP_001074818	uc008kjj.1
chr2	+	84680479	84703743	NP_078773	uc008kjk.1
chr2	+	84680782	84703743	A2ATS4	uc008kjl.1
chr2	-	84712102	84726849	NP_954693	uc008kjm.1
chr2	+	84777046	84788290	A2AVZ9-2	uc008kjo.1
chr2	+	84776812	84798666	A2AVZ9	uc008kjn.1
chr2	+	84820617	84823789	Q545D8	uc008kjp.1
chr2	+	84828371	84834043	Q9JL95	uc008kjq.1
chr2	+	84828815	84834043		uc012byo.1
chr2	-	84870377	84873351		uc008kjs.1
chr2	-	84836708	84875991	Q3UR32	uc008kjr.1
chr2	+	84877357	84880946	NP_892035	uc008kjt.1
chr2	+	84877357	84887268	A2AW06	uc008kju.1
chr2	+	84877607	84887268	A2AW06	uc008kjv.1
chr2	+	84890616	84913205	P58871	uc012byp.1
chr2	+	84898282	84913205		uc008kjx.2
chr2	+	84910514	84913205		uc008kjy.2
chr2	-	84913770	84926618		uc008kjz.1
chr2	+	84976516	84980080	A2BH85	uc008kkb.2
chr2	+	84939413	85033482		uc008kka.1
chr2	-	85002490	85036856		uc012byq.1
chr2	-	85028227	85036856	Q3UY51	uc008kkc.1
chr2	-	85171123	85172053	Q7TRA2	uc008kkd.1
chr2	-	85193151	85194081	Q7TRA1	uc008kke.1
chr2	-	85239758	85240688	Q8VGC6	uc008kkf.1
chr2	-	85254089	85255034	Q8VF75	uc008kkg.1
chr2	-	85270039	85270984	Q8VF73	uc008kkh.1
chr2	-	85278365	85279313	Q8VF74	uc008kki.1
chr2	-	85324248	85359092	Q0VAX3	uc008kkj.1
chr2	+	85419371	85420439	NP_666648	uc008kkk.2
chr2	+	85430666	85431678	A2ALC8	uc008kkl.2
chr2	-	85448120	85449065	NP_001011695	uc008kkm.1
chr2	-	85487519	85488476	NP_666784	uc008kkn.1
chr2	-	85503533	85504612	NP_038756	uc008kko.2
chr2	-	85514367	85518898	NP_666781	uc008kkp.1
chr2	+	85529587	85530529	Q8VGC7	uc008kkq.1
chr2	+	85561563	85562508	A2ALD4	uc008kkr.1
chr2	+	85593519	85594463	NP_997032	uc008kks.1
chr2	-	85599595	85600531	Q8VFJ7	uc008kkt.1
chr2	+	85609959	85610877	Q7TR96	uc008kku.1
chr2	+	85616742	85617660	Q7TR95	uc008kkv.1
chr2	+	85625630	85626646	Q7TR94	uc008kkw.2
chr2	-	85639495	85640425	A2ASV2	uc008kkx.1
chr2	+	85663129	85664065	A2ASV3	uc008kky.1
chr2	-	85681013	85681946	Q149M3	uc008kkz.1
chr2	+	85689576	85690655	Q0VEQ7	uc008kla.2
chr2	+	85708750	85709698	NP_666800	uc008klb.1
chr2	+	85726958	85727894	NP_666798	uc008klc.1
chr2	-	85744225	85745209	A2ASU7	uc008kld.1
chr2	+	85763426	85764350	NP_666795	uc008kle.1
chr2	+	85791221	85792196	Q7TR89	uc008klf.1
chr2	+	85815369	85816430	A2ATE0	uc008klg.2
chr2	+	85819468	85824955	A0PK66	uc008klh.2
chr2	+	85831975	85832986	Q7TR87	uc008kli.1
chr2	+	85847934	85848867	A2ATE3	uc008klj.1
chr2	+	85860796	85884965	Q8VFK5	uc008klk.1
chr2	+	85860796	85884965	Q8VFK5	uc012byr.1
chr2	+	85886600	85887623	A2ATE5	uc008kll.2
chr2	+	85914860	85915875	Q7TR85	uc008klm.2
chr2	-	85924886	85926011	Q7TR84	uc008kln.2
chr2	+	85960380	85963194	Q8VGS1	uc008klo.1
chr2	-	85970858	85971818	NP_001011784	uc008klp.1
chr2	-	85985947	85986889	NP_997444	uc008klq.1
chr2	-	85999501	86000598	Q7TR81	uc008klr.2
chr2	-	86002159	86003104	Q8VFK4	uc008kls.1
chr2	-	86011027	86011972	A2ARY4	uc008klt.1
chr2	-	86021306	86022266	Q8VFL0	uc008klu.1
chr2	-	86037959	86038907	Q7TR80	uc008klv.1
chr2	-	86056914	86057865	Q7TR79	uc008klw.1
chr2	-	86068166	86069126	Q8VGS0	uc008klx.1
chr2	-	86076027	86076990	Q8VGS2	uc008kly.1
chr2	-	86094921	86095848	A2ARZ0	uc008klz.1
chr2	-	86115715	86116642	Q7TR76	uc008kma.1
chr2	+	86137974	86138913	A2AVX6	uc008kmb.1
chr2	-	86154499	86155442	A2AVX7	uc012bys.1
chr2	-	86172572	86173511	Q8VGS7	uc008kmc.1
chr2	-	86186982	86187921	Q8VGS9	uc008kmd.1
chr2	-	86195515	86196594	A2AVY0	uc008kme.2
chr2	-	86214619	86215567	Q7TR75	uc008kmf.1
chr2	-	86225622	86226573	Q7TR74	uc008kmg.1
chr2	-	86253265	86254207	NP_997017	uc008kmh.1
chr2	-	86262875	86263831	Q7TR71	uc008kmi.1
chr2	-	86285169	86286161	Q7TR70	uc008kmj.2
chr2	-	86295484	86296426	NP_001011735	uc008kmk.1
chr2	-	86322955	86323897	NP_666517	uc008kml.1
chr2	+	86348617	86349559	NP_666518	uc008kmm.1
chr2	-	86365819	86368584		uc012byt.1
chr2	-	86378122	86379070	Q8VF52	uc008kmn.1
chr2	-	86393337	86398295	NP_666521	uc008kmo.1
chr2	-	86434041	86438966	NP_997557	uc008kmp.1
chr2	-	86446783	86447726	NP_997447	uc008kmq.1
chr2	-	86478921	86479875	NP_997018	uc008kmr.1
chr2	-	86497671	86498613	NP_666801	uc008kms.1
chr2	-	86516555	86517488	A2BDZ5	uc008kmt.1
chr2	-	86530188	86531130	Q7TR63	uc008kmu.1
chr2	-	86572831	86573767	A2BDZ7	uc008kmv.1
chr2	-	86593951	86594893	Q8VGA6	uc008kmw.1
chr2	+	86625888	86626857	Q8VF14	uc008kmx.1
chr2	-	86646177	86647154	NP_861539	uc008kmy.1
chr2	+	86668832	86669979	Q0VAY0	uc008kmz.2
chr2	-	86690926	86691853	NP_666941	uc008kna.1
chr2	-	86730382	86732320	NP_667054	uc008knb.2
chr2	-	86762739	86763687	NP_667056	uc008knc.1
chr2	-	86798674	86799613	Q8VG37	uc008knd.1
chr2	-	86817985	86818951	Q8VFM1	uc008kne.1
chr2	-	86828398	86829331	Q7TR59	uc008knf.1
chr2	+	86842088	86843151	A2AVB4	uc008kng.2
chr2	-	86861766	86862699	A2AVB5	uc008knh.1
chr2	-	86873437	86874376	Q7TR58	uc008kni.1
chr2	-	86888452	86889391	Q7TR57	uc008knj.1
chr2	-	86911272	86912380	A2AVB8	uc008knk.2
chr2	-	86932613	86933552	A2AT96	uc008knl.1
chr2	-	86947603	86948542	NP_666981	uc008knm.1
chr2	-	86975537	86976476	NP_666980	uc008knn.1
chr2	-	86989876	86990816	Q7TR55	uc008kno.2
chr2	+	87031845	87032802	A2ATA0	uc008knp.1
chr2	+	87053050	87054031	NP_997448	uc008knq.1
chr2	+	87091996	87093098	NP_666409	uc008knr.2
chr2	+	87109002	87109926	Q7TR52	uc008kns.1
chr2	+	87148920	87149916	NP_997515	uc008knt.1
chr2	+	87197602	87198547	Q8VGT7	uc008knu.1
chr2	+	87211690	87212635	A2AU30	uc008knv.1
chr2	+	87227863	87228844	Q8VGT9	uc008knw.1
chr2	+	87258206	87259178	A2AT85	uc008knx.1
chr2	+	87274645	87275602	A2AT86	uc008kny.1
chr2	+	87297323	87298268	NP_667048	uc008knz.1
chr2	-	87329244	87332575	Q810Y8	uc008koa.1
chr2	+	87348587	87351022	Q810Y9	uc008kob.1
chr2	+	87372191	87373115	Q7TR48	uc008koc.1
chr2	-	87384763	87385699	Q7TR47	uc008kod.1
chr2	+	87415242	87416187	NP_001011836	uc008koe.1
chr2	+	87446368	87448491	NP_667049	uc008kof.2
chr2	+	87468621	87469551	Q7TR45	uc008kog.1
chr2	-	87474975	87475902	Q8VG97	uc008koh.1
chr2	-	87485336	87486278	NP_666463	uc008koi.1
chr2	-	87496081	87498614	NP_667241	uc008koj.2
chr2	-	87511589	87512522	Q7TR42	uc008kok.1
chr2	-	87533037	87534104	Q0VBI4	uc008kol.2
chr2	-	87551128	87552061	Q7TR40	uc008kom.1
chr2	-	87577543	87578479	Q8VFQ9	uc008kon.1
chr2	+	87586317	87587337	Q7TR39	uc008koo.2
chr2	-	87593212	87594148	Q8VFQ7	uc008kop.1
chr2	+	87622692	87623643	NP_666857	uc008koq.1
chr2	+	87642547	87643492	Q8VEU8	uc008kor.1
chr2	+	87649978	87650956	A2AVC7	uc008kos.1
chr2	+	87673197	87674142	Q7TR35	uc008kot.1
chr2	+	87697333	87698260	Q8VFQ8	uc008kou.1
chr2	+	87708149	87709082	Q7TR34	uc008kov.1
chr2	+	87736333	87737290	A2AVC0	uc008kow.1
chr2	-	87742898	87743831	NP_666858	uc008kox.1
chr2	-	87782838	87783783	Q8VFR3	uc008koy.1
chr2	-	87789346	87790422	A2AVC3	uc008koz.1
chr2	-	87802108	87808414	A2AVC4	uc008kpa.2
chr2	-	87813863	87814820	A2BHP6	uc008kpb.1
chr2	+	87830269	87831211	NP_666856	uc008kpc.1
chr2	-	87845973	87846933	NP_666860	uc008kpd.1
chr2	+	87864858	87865870	Q7TR29	uc008kpe.2
chr2	-	87874352	87875294	Q920P2	uc008kpf.1
chr2	-	87889834	87890779	NP_001011835	uc008kpg.1
chr2	-	87910521	87911564	NP_666855	uc008kph.2
chr2	-	87933011	87934123	A2AVT5	uc008kpi.2
chr2	-	87941192	87942142	Q8VFR8	uc008kpj.1
chr2	-	87963516	87965150	NP_666861	uc008kpk.1
chr2	-	87989140	87990240	NP_666406	uc008kpl.2
chr2	+	88025035	88025974	NP_666742	uc008kpm.1
chr2	-	88064236	88065187	NP_666743	uc008kpn.1
chr2	-	88114265	88115204	NP_997449	uc008kpo.1
chr2	+	88179723	88180671	Q8VG40	uc008kpp.1
chr2	+	88231405	88232377	Q7TR20	uc008kpq.1
chr2	-	88242165	88243089	A2AUS6	uc008kpr.1
chr2	-	88251783	88252846	Q0VB29	uc008kps.2
chr2	-	88263244	88264180	Q7TR18	uc008kpt.1
chr2	-	88286175	88289278	Q7TR17	uc008kpu.2
chr2	+	88301498	88302410	NP_666740	uc008kpv.1
chr2	+	88326890	88327826	Q8VG86	uc008kpw.1
chr2	+	88365657	88366747	NP_666741	uc008kpx.2
chr2	+	88399607	88400575	A2AV10	uc008kpy.2
chr2	+	88431962	88432883	A2AV11	uc008kpz.1
chr2	+	88518013	88518970	A2AV13	uc008kqa.1
chr2	-	88522960	88523887	Q8VG21	uc008kqb.1
chr2	-	88540539	88541484	NP_666675	uc008kqc.1
chr2	-	88568809	88569754	NP_001005225	uc008kqd.1
chr2	-	88586116	88587043	NP_997450	uc008kqe.1
chr2	-	88595897	88596830	NP_666669	uc008kqf.1
chr2	-	88607459	88608470	NP_001005227	uc008kqg.1
chr2	+	88634540	88635464	NP_667106	uc008kqh.1
chr2	+	88657329	88658259	Q8VF98	uc008kqi.1
chr2	+	88671275	88672199	NP_667107	uc008kqj.1
chr2	+	88692108	88693038	Q7TR10	uc008kqk.1
chr2	+	88704763	88705687	NP_001001810	uc008kql.1
chr2	-	88736825	88737752	NP_666989	uc008kqm.1
chr2	-	88749615	88750548	NP_666672	uc008kqn.1
chr2	-	88769534	88770470	Q7TR09	uc008kqo.1
chr2	+	88798624	88799560	Q7TR08	uc008kqp.1
chr2	-	88813110	88820424	A2ATG2	uc008kqq.2
chr2	-	88827421	88828357	A2ATG3	uc008kqr.1
chr2	-	88841504	88842447	A2ATG4	uc008kqs.2
chr2	-	88853283	88854219	NP_667104	uc008kqt.1
chr2	-	88863151	88864256	NP_667112	uc008kqu.2
chr2	-	88894645	88895581	NP_667029	uc008kqv.1
chr2	-	88914310	88915246	NP_667110	uc008kqw.1
chr2	-	88937094	88938120	A2ATC3	uc008kqx.2
chr2	-	88951731	88952667	A2ATC4	uc008kqy.1
chr2	-	88964950	88965886	Q7TR02	uc008kqz.1
chr2	-	88984242	88991493	NP_667103	uc008kra.1
chr2	-	89010375	89011402	Q7TR01	uc008krb.2
chr2	-	89033256	89034189	Q8VGM5	uc008krc.1
chr2	-	89088877	89089849	Q8VGM9	uc008krd.1
chr2	-	89122352	89123288	Q7TQZ9	uc008kre.1
chr2	-	89136507	89137425	Q8VG58	uc008krf.1
chr2	-	89142805	89143747	Q7TQZ8	uc008krg.1
chr2	-	89165399	89166335	Q8VEX7	uc008krh.1
chr2	-	89179539	89180457	Q8VGN0	uc008kri.1
chr2	-	89202639	89203584	A2AVK5	uc008krj.1
chr2	-	89246286	89247234	Q8VG59	uc008krk.1
chr2	-	89257650	89258568	Q8VGM8	uc008krl.1
chr2	-	89279426	89280500	Q8VG73	uc008krm.2
chr2	-	89322345	89323290	Q8VF91	uc008krn.1
chr2	-	89333450	89334503	NP_667179	uc008kro.2
chr2	-	89367647	89368565	NP_667180	uc008krp.1
chr2	-	89414868	89415930	A2AT76	uc008krq.2
chr2	-	89430225	89431303	Q7TQZ6	uc008krr.2
chr2	-	89449245	89450310	A2AT78	uc008krs.2
chr2	-	89457324	89458402	NP_667002	uc008krt.2
chr2	-	89470096	89471053	NP_001011796	uc008kru.1
chr2	-	89496651	89497596	NP_667176	uc008krv.1
chr2	-	89507084	89508041	NP_001011529	uc008krw.1
chr2	-	89561321	89562266	NP_997451	uc008krx.1
chr2	-	89592026	89592983	NP_666485	uc012byu.1
chr2	-	89628562	89629507	Q8VFB1	uc008kry.1
chr2	+	89656484	89657417	A2AUA4	uc008krz.1
chr2	-	89675179	89676100	Q8VGP1	uc008ksa.1
chr2	-	89684222	89685128	Q8VGN4	uc008ksb.1
chr2	+	89720984	89721914	Q8VGP0	uc008ksc.1
chr2	+	89769967	89770903	Q8VGN6	uc008ksd.1
chr2	-	89783340	89784270	Q8VEZ1	uc008kse.1
chr2	+	89817936	89818869	Q8VGN9	uc008ksf.1
chr2	+	89833551	89834472	NP_666685	uc008ksg.1
chr2	+	89842564	89843479	NP_667185	uc008ksh.1
chr2	+	89855088	89856009	NP_667005	uc008ksi.1
chr2	-	89861294	89862221	Q9R0K2	uc008ksj.1
chr2	+	89877077	89878007	NP_666455	uc008ksk.1
chr2	-	89891570	89892479	A2ATM7	uc008ksl.1
chr2	-	89958823	89959753	NP_666454	uc008ksm.1
chr2	-	89978367	89979294	Q7TQZ0	uc008ksn.1
chr2	-	89989175	89990193	Q8VGP3	uc008kso.2
chr2	-	90061723	90062652		uc012byv.1
chr2	-	90061723	90064628	A2ATW2	uc012byw.1
chr2	-	90092225	90093143	NP_667195	uc008ksp.1
chr2	-	90105667	90106585	NP_667004	uc008ksq.1
chr2	-	90121803	90122730	NP_667191	uc008ksr.1
chr2	-	90136092	90137016	NP_667186	uc008kss.1
chr2	+	90162378	90165283	A2ATW2	uc012byx.1
chr2	+	90164354	90165283		uc012byy.1
chr2	+	90240796	90241831	NP_666375	uc008kst.2
chr2	-	90269912	90319331	A2AWF9	uc008ksu.2
chr2	-	90273045	90420804	NP_033008	uc008ksv.2
chr2	+	90525129	90532677		uc008kta.1
chr2	+	90519170	90534402		uc008ksx.1
chr2	+	90519170	90549210	Q9Z0W3-2	uc008ksy.1
chr2	+	90517371	90576485	A2AH38	uc008ksw.1
chr2	+	90519170	90576485	A2AH38	uc008ksz.1
chr2	+	90585526	90621177	NP_061298	uc008ktb.1
chr2	+	90622900	90650920	Q8CDK2-6	uc008ktc.2
chr2	+	90622900	90654426	Q8CDK2-2	uc008ktd.2
chr2	+	90623394	90654426	Q8CDK2-6	uc008ktj.1
chr2	+	90622900	90656388	Q8CDK2	uc012byz.1
chr2	+	90622900	90656388	Q8CDK2	uc008kte.2
chr2	+	90622900	90656388	Q8CDK2-4	uc008ktg.2
chr2	+	90622900	90656388	Q8CDK2-5	uc008kth.2
chr2	+	90623394	90669437	Q8CDK2-7	uc008ktk.1
chr2	+	90622900	90674594		uc012bza.1
chr2	+	90687311	90688471		uc008ktl.1
chr2	+	90687311	90691777	NP_062732	uc008ktm.1
chr2	+	90687311	90706791	A2AFW7	uc008ktn.1
chr2	+	90687311	90706791	Q9D050	uc008kto.1
chr2	+	90687311	90706791	A2AFW6	uc012bzb.1
chr2	+	90687443	90706791	A2AFW6	uc008ktp.1
chr2	+	90725942	90730683	Q8R066	uc008ktq.1
chr2	-	90734792	90744878	Q9DCT2	uc008ktr.1
chr2	+	90744940	90750717	Q8R179	uc008kts.1
chr2	+	90744942	90750717	A2AFW4	uc008ktt.1
chr2	-	90750869	90757753		uc008ktu.1
chr2	-	90750869	90758207	NP_079852	uc008ktv.1
chr2	-	90750869	90758207		uc008ktw.1
chr2	+	90780614	90855334	P28659-4	uc008ktx.1
chr2	+	90780614	90855361	NP_941955	uc008kty.1
chr2	+	90780614	90855361	NP_941955	uc008ktz.1
chr2	+	90780614	90857210	P28659-4	uc008kua.1
chr2	+	90780614	90857210	NP_941955	uc008kub.1
chr2	+	90857827	90859647		uc008kuc.1
chr2	+	90875783	90885886	Q2M2N6	uc008kud.2
chr2	+	90875783	90885886	A2AFX6	uc012bzc.1
chr2	-	90884248	90894077		uc008kue.1
chr2	+	90894172	90899595	Q99JN8	uc008kuf.2
chr2	-	90901947	90910378	B2RQ45	uc008kug.1
chr2	-	90901947	90910378	Q8BZH0-2	uc008kuh.1
chr2	-	90901947	90910378	Q8BZH0-3	uc008kui.1
chr2	+	90936953	90955913	Q3U5L4	uc008kuj.1
chr2	+	90958300	90964175		uc008kuk.1
chr2	+	90958300	90976673	Q3UIK0	uc008kul.1
chr2	-	90977516	90998300		uc008kum.1
chr2	-	90977516	91002789	NP_663502	uc008kun.1
chr2	-	90977516	91007247		uc008kuq.1
chr2	-	90977516	91019478	NP_001171191	uc008kus.2
chr2	-	90977516	91023204	A2AGR0	uc008kuu.2
chr2	-	90977516	91023204	NP_663502	uc008kut.2
chr2	-	91000473	91023204		uc012bzh.1
chr2	-	91001202	91023204	A2AGQ5	uc008kva.2
chr2	-	90977516	91024025	A2AGQ4	uc008kuv.2
chr2	-	90977516	91024025	NP_001171198	uc012bzd.1
chr2	-	90977516	91024025	NP_001171199	uc012bze.1
chr2	-	90977516	91024025	NP_001171200	uc012bzf.1
chr2	-	90977516	91024025	A2AGQ5	uc008kuw.2
chr2	-	90977516	91024025	A2AGQ9	uc008kux.2
